protocol,device_type,cpu_mhz,ram_kb,power_mw,distance_km,channel_loss_db_km,block_size,error_correction,qber,key_rate_bps,latency_s,phase1_init_s,phase2_qkd_s,phase3_post_processing_s,phase4_privacy_amp_s,phase5_key_management_s
ARC-QKD,Low-end,151,81,24,3.265588867491977,1.6539945423860574,1000,LDPC,0.09375486093099848,461.5959418448424,3.4257602438263794,0.10979152040987779,1.8857065687316674,0.6573732062329887,0.47183024399799955,0.10478431448479633
ARC-QKD,Mid-range,98,382,37,7.770492238994411,0.863843779737896,3000,LDPC,0.0574154854820983,400.45504025031283,2.4997673348118594,0.19261425737947802,2.7660512444687386,0.5824273113719642,0.3132585068585782,0.17182249172500685
ARC-QKD,Mid-range,133,380,25,1.03189277797178,0.4666093576266525,2000,BCH,0.012263930249788358,149.9012533551007,4.764069882717824,0.18485470748436536,2.73615984513836,0.9463615622554092,0.396303217513696,0.16124556358355396
ARC-QKD,Mid-range,92,273,43,8.044224515545812,1.1268988559109092,2000,LDPC,0.09519842525214023,135.32746868323207,2.085359591240781,0.47313430292333347,1.452915488627728,0.7617832114882814,0.4402081312340109,0.16299312169623217
ARC-QKD,Mid-range,138,157,32,3.0620195369359124,1.9328454447543246,3000,BCH,0.038624969438968634,423.5337050204644,3.1387371024202153,0.3769096248111078,1.6404001175900793,0.9181249084293404,0.39691159561790956,0.1844839046528827
ARC-QKD,Low-end,165,206,19,8.032628523078385,0.33126852877099866,4000,BCH,0.061974436612314124,303.8720851787509,2.0614785031839507,0.2397750411833955,1.9525758230661097,0.6230653712208403,0.38224870403170597,0.1454223277274047
ARC-QKD,High-end,167,80,49,3.9193382438490474,1.8602429428174225,2000,LDPC,0.06847821779643606,114.49301679577192,4.553485015931583,0.16407155706457388,2.2050187632898917,0.9387076783238317,0.39960893736829484,0.1147152218472528
ECDH,Mid-range,141,466,32,7.03424702356529,1.896552066788776,2000,BCH,0.0,0.0,0.4386083363160085,0.3163411667740518,2.589055175383902,0.5213909597946765,0.24288851321444568,0.14380344384717947
ECDH,Mid-range,89,252,41,8.064691134990008,0.6587918943105318,3000,LDPC,0.0,0.0,0.1529706124552369,0.1475708919237389,2.41925130366173,0.5121802552000372,0.47045224553828113,0.13898876289167822
ARC-QKD,High-end,122,182,30,1.1568275998550164,1.016974901223128,1000,LDPC,0.09638603303394014,301.39021731267195,2.0983179756439103,0.37532321332672003,1.3164751262358148,0.9109828339757807,0.40414986691847354,0.19670984402853076
BB84,Mid-range,114,499,35,4.937747697889637,1.6587587538975723,4000,BCH,0.03599437520407667,140.06802207520832,5.645600337731839,0.13465704772306453,1.8402418357301367,0.9382912201719307,0.4917546362934038,0.15972067349565885
BB84,Mid-range,153,320,22,8.745992082982758,1.2062784646933062,4000,LDPC,0.033893708905826755,143.66898504427155,4.678969799394216,0.4607673131409019,1.8084689100510722,0.8343975456088905,0.3052498276617722,0.13324388497198345
ARC-QKD,Mid-range,132,195,11,3.837828164229697,0.21671084268377672,2000,LDPC,0.0727489725503561,291.6236634261641,2.3853874214767825,0.255389619071672,1.4760074028921308,0.7892812923229201,0.4910941871700429,0.11387712072145302
ARC-QKD,Mid-range,145,478,39,8.775850342223846,0.2610371083523427,1000,LDPC,0.0361048902959355,218.5832356482297,2.4163319987221326,0.43257470162331535,1.7578310373992838,0.922354336423312,0.21578485958130245,0.1641800790485977
ARC-QKD,Low-end,157,191,42,1.484007695685155,1.0575852534772257,1000,LDPC,0.01347695063232403,118.64772411983586,4.285483044575983,0.2312839769007151,1.631712161599081,0.7609561811060205,0.36502384627189777,0.1792273609235044
BB84,High-end,155,358,30,4.12079940627531,0.30464351524361927,2000,BCH,0.0657930041303953,300.42433623701845,5.827213898373658,0.4614378130373301,2.35259027872003,0.9091487966574121,0.2002626201493419,0.1954637514820857
ARC-QKD,Low-end,135,504,18,8.791975245249048,0.338806104563669,2000,BCH,0.07842182405110402,398.12325610767647,4.7665039893754795,0.2196140548630882,2.2948506834638747,0.8033889320822978,0.2755987056003658,0.12964592887265763
BB84,High-end,140,172,22,0.7161106295726192,0.7502980327419657,3000,BCH,0.08583508020962237,173.95416031523504,5.142540502552966,0.2875354839454316,2.0718573829013707,0.744597706224646,0.47241790459750177,0.15832491058534864
ARC-QKD,High-end,84,493,32,5.005507635535695,0.29206130513978723,5000,LDPC,0.013409281330586529,162.104724576557,3.381035232775358,0.1358402541624395,2.4932944559989467,0.659548799572429,0.4691897811470212,0.16710526044251328
ARC-QKD,High-end,84,167,16,9.005957278794504,1.706958341625166,1000,BCH,0.06484436131638975,274.975520131082,4.270087177408214,0.33937378224357523,1.2678502795637512,0.7637028914662665,0.20366756791679927,0.10129564001955904
ARC-QKD,High-end,135,459,37,5.529162453500635,0.4596724446709592,3000,BCH,0.018091463366951718,438.6427641961751,3.0805977855718103,0.47188354425431667,2.7519213249053376,0.5726357107667898,0.457914642995198,0.1343163543654263
ECDH,Mid-range,88,511,40,8.480784473036813,1.41943481616821,4000,LDPC,0.0,0.0,0.25212184198064314,0.22505545803418198,2.8288813935090555,0.868008443308566,0.2678371139198642,0.16553148863736544
ARC-QKD,Low-end,112,404,14,2.012730551789887,0.7856683989551689,5000,BCH,0.06957247365603475,497.0650685016953,4.5930980527902,0.37103954071922773,2.3859966984713648,0.890988675923015,0.4188396400016839,0.154363595742935
ECDH,Low-end,152,202,13,9.197965723536388,1.4442791485425204,3000,BCH,0.0,0.0,0.2396308484953857,0.25006015225093536,1.8269571558047502,0.875082805008981,0.48730944127864384,0.1415443190100498
ARC-QKD,Mid-range,124,510,23,2.4951942581666042,1.0857104405874483,1000,BCH,0.07094735660471768,399.11552062968633,2.0120710585307275,0.4843312318594095,1.396292311530592,0.5522479623856638,0.47080044574011143,0.11946626914097032
ARC-QKD,Low-end,165,336,33,1.4219285527539067,1.696797818019115,3000,BCH,0.042141165532861756,230.87098612789433,3.639412596585117,0.4762383316945361,2.18347764083241,0.639183254946224,0.25352797714666087,0.18260195264558693
BB84,High-end,103,323,16,5.372446805563057,0.6698549882704911,3000,LDPC,0.04070360071538891,155.42583132570752,5.316607269616429,0.3941084442906192,2.0736045845837108,0.5186600217300272,0.4470490978888295,0.15685321494987092
BB84,Mid-range,118,317,35,7.581000576712566,0.6243136868443231,5000,BCH,0.06353115524344985,233.79394838548262,2.891896574830592,0.368611167606535,2.7431168942392308,0.6914536760862477,0.3179673197650301,0.10681248173506962
ARC-QKD,Low-end,125,170,41,6.075453860178493,1.6988352946699488,4000,LDPC,0.08426631637221253,438.37750819215034,2.037455373387421,0.2706037447576222,2.8492748169170614,0.705656773167887,0.4850258000473309,0.10753542293951024
ECDH,Low-end,157,268,16,2.2469955946540217,0.48025317871116013,4000,LDPC,0.0,0.0,0.20499629213741752,0.3240066472313188,1.3538050487122768,0.560101006922888,0.22836837381072406,0.11653986160785625
BB84,Mid-range,85,167,44,1.3134147962852807,0.7132194292872038,3000,BCH,0.07281157175652903,249.20999490131777,5.547878480511578,0.16560884404939452,1.7629737877456264,0.5617954936313936,0.35670192859486005,0.11667182260874594
ECDH,Low-end,116,414,32,6.242242340828929,1.8537584726604937,4000,LDPC,0.0,0.0,0.24182254285938998,0.3710569866258965,1.8790900747702124,0.8105415398457607,0.2482356137301606,0.1448448458121385
ARC-QKD,Mid-range,124,287,48,9.448234922447305,0.8026252530911069,2000,BCH,0.04276670968673728,147.76709548567902,4.1101957909045455,0.1631032970721401,2.747625966539725,0.7106906242629976,0.4264678560835488,0.17991455805174805
ARC-QKD,High-end,144,114,37,7.866892616544805,1.2139520000069126,5000,BCH,0.08069819982377521,111.16813865463642,4.431163180324658,0.4863408886789109,1.0711711841997829,0.6352581687864656,0.39943992662450795,0.14869345653511998
BB84,High-end,142,104,37,2.0011880175435093,1.8503893760637133,1000,LDPC,0.05322802179709351,191.66486207631718,2.8701879116509774,0.24954848814416886,1.1290396020231657,0.6101643304461977,0.2534274138429874,0.13784843154999651
ARC-QKD,High-end,139,402,33,8.032225884020662,1.1591445534880973,2000,LDPC,0.07346340145851876,220.34307523077499,2.302411964376104,0.15356657576577729,2.7762892008068762,0.9904091789086485,0.2907873298914303,0.1195869690403085
ECDH,Mid-range,80,363,31,3.7306839357726953,0.802043321769794,2000,LDPC,0.0,0.0,0.1982680634293153,0.3296942135947152,1.8822862549718011,0.6998491461488225,0.49902618696651047,0.13291994863396664
ARC-QKD,Mid-range,155,125,50,6.544498004656983,0.4414982961410245,3000,BCH,0.060260470179480476,302.99235568335996,3.700592113422962,0.2796066057386427,1.1422636464265354,0.7886112539356651,0.49775015726000704,0.19553922914462651
ECDH,Low-end,150,66,47,5.304639244550269,1.866688094735078,4000,LDPC,0.0,0.0,0.12380283353565416,0.2925273701526747,2.7435509204734365,0.5192026531558402,0.2782838367611521,0.17246723321488033
ECDH,Low-end,147,485,19,4.587576518137942,0.45715262158552067,3000,LDPC,0.0,0.0,0.3212585278042661,0.32518981619967113,2.0056398238246347,0.8282111029405486,0.21952273098354663,0.1616671685463183
ARC-QKD,Mid-range,117,497,47,6.064183249433117,0.9987584602696977,5000,BCH,0.050686102729101956,243.30979450079772,3.1727351399169055,0.2784070649566833,1.9215788437776509,0.8381239760346835,0.378402399927664,0.18119713924747222
ECDH,High-end,84,248,50,1.3181848985275244,0.5224008461846295,2000,BCH,0.0,0.0,0.178622735462864,0.42498905151031685,2.946182314955152,0.7846418069892113,0.4760985430171667,0.15365889533423105
BB84,High-end,168,361,24,9.204342248592548,0.8742115743545995,3000,LDPC,0.07944648274018758,187.32178075614746,5.648014404903101,0.36148696893917276,2.5814574727841664,0.9335828760966607,0.472396372754683,0.15651180112768984
BB84,Mid-range,148,327,41,8.47974679634261,0.7712989423718912,2000,BCH,0.09806170555607525,279.20316299721844,3.2406214246620304,0.3310864849666103,1.5427878582790289,0.5011120100218467,0.43348033034811456,0.1869256411223031
ARC-QKD,Mid-range,134,258,46,4.824748538605599,0.34311807708821274,3000,LDPC,0.03374385748377078,358.1009528438123,2.797348137059675,0.29796764956309496,1.760406206074587,0.8877761175834586,0.2825541211998045,0.17751513945896163
ARC-QKD,Mid-range,112,273,18,2.513351374035178,1.7459183422275202,5000,LDPC,0.094697463632292,335.6956356121324,4.4476209996116065,0.48835552382921155,2.886544997479474,0.6397298206257023,0.3779326209084495,0.11211366090142474
ARC-QKD,Low-end,149,346,39,9.798143079747028,0.42141671658628643,5000,LDPC,0.018752456752250297,472.24574536249986,2.394859532076527,0.4956227286581594,1.8721947216581183,0.5564219190632878,0.4421611555739697,0.15894373692618896
ECDH,High-end,108,199,40,1.773484460528995,1.7237679478512375,3000,BCH,0.0,0.0,0.33001596419327706,0.4877697307819817,1.5215171898486701,0.5070934051373011,0.3130220730756139,0.10507171501673127
ECDH,Mid-range,152,332,18,4.59887557565357,0.20345660282241165,2000,LDPC,0.0,0.0,0.14403306717743936,0.4652820793630611,1.523374314626919,0.5452726000863239,0.32046892132917154,0.12524380927652448
ARC-QKD,High-end,125,506,11,8.864339458955383,0.48938403684485393,1000,LDPC,0.07832219983007661,394.2574801019823,4.263406638275893,0.28441515735263373,2.367883641198799,0.7789116384258212,0.3911039801043812,0.16695515135682176
ARC-QKD,Mid-range,157,191,27,7.978497242555552,0.25965057435755085,3000,LDPC,0.08531926822622365,461.4322750681826,4.992703745824953,0.4035969438494108,1.7019344936060328,0.7313557677225011,0.4439385176687146,0.1893479295482617
ECDH,High-end,145,261,45,5.1526324982120695,1.3200650083686387,1000,LDPC,0.0,0.0,0.43589874813953466,0.10202971215934978,2.6802157539023064,0.6490002574604141,0.36249341332326324,0.16711295932181963
ARC-QKD,Mid-range,83,357,39,2.1738727573799284,1.0591097616373046,1000,BCH,0.021202387933155615,354.11754887850236,4.145103176844913,0.24226738002895992,1.797502085717097,0.7305173330565328,0.34554574956435236,0.10603173668272683
ECDH,Mid-range,145,72,43,4.051129345120203,1.3805768721152007,4000,LDPC,0.0,0.0,0.41635661400432455,0.45478345668621356,2.474382728095118,0.9667264544675329,0.26645339189312334,0.18586256489515945
ECDH,High-end,118,162,38,9.34843712732385,1.7928591004809546,3000,BCH,0.0,0.0,0.27329559931530467,0.45389332632955137,1.0074490569571986,0.9353497994343679,0.34091226126316077,0.17176883695619144
ARC-QKD,Mid-range,94,197,50,0.5133409335611925,1.422449786848352,4000,BCH,0.018938494320092543,432.74073562824475,2.4818206984956346,0.15683126178929252,1.4778435015938995,0.5784952776447398,0.36489867965565403,0.11033560211484943
ARC-QKD,High-end,159,91,46,1.9515573410451734,0.5885607952014399,4000,LDPC,0.06274494205885602,289.32732785278307,2.170860367788879,0.263408836553252,2.4897680774059587,0.5529699271050461,0.4508734957800606,0.10282216760040858
ECDH,Low-end,82,251,15,9.20774057649979,1.9212363348259418,2000,LDPC,0.0,0.0,0.23199750347913858,0.37327558216993684,2.645859749036453,0.626292823958339,0.293514866722395,0.13304358761366142
ARC-QKD,High-end,92,347,42,7.285323439905984,0.4213400696471856,2000,BCH,0.07657804308351795,237.41617864459877,2.398852499279836,0.2397772047896127,2.31028637295116,0.9088958822758284,0.2827001633749807,0.18551432271971585
ARC-QKD,Mid-range,152,138,35,3.7212480520195594,0.3713643198395662,4000,LDPC,0.0643584477896245,312.4724380517603,2.335795139229813,0.3230016590819167,1.674034732402455,0.9583128508556797,0.43341717049171663,0.19708079926199423
ARC-QKD,Low-end,110,72,27,9.11718198166192,0.2306981325360838,4000,BCH,0.022719467115008347,487.7652365010292,4.178580432612257,0.18391351359894859,1.2299385967145988,0.6949990289325911,0.29904854031574113,0.1472109944871724
ARC-QKD,Low-end,147,503,28,6.953507426003631,0.4200904675634888,4000,BCH,0.059339880642460534,423.62555978858467,3.3235711958157137,0.12151114080639354,2.378695672242516,0.5397972230012378,0.29786873011578646,0.1898416693591066
ARC-QKD,Mid-range,139,133,32,3.715083179374555,0.9398389519101422,4000,LDPC,0.050874242896875865,377.2128981002293,3.961066428207702,0.4285184314386812,1.937218638293499,0.9912088693087058,0.46485790578674285,0.1319551399964364
ARC-QKD,Mid-range,101,121,29,9.637715054554478,0.2736818888934989,3000,LDPC,0.03318215202371572,106.09300791603893,2.865812363585472,0.4550632791886783,2.803680298148863,0.8599405168593267,0.4231958128804971,0.10226871234003958
ARC-QKD,Mid-range,116,64,40,4.439870143142029,1.7768336933021012,3000,BCH,0.09882440919462152,303.2232312447911,4.604340629350816,0.3855209721043733,1.0583951968015544,0.5214502001273937,0.37082640759063257,0.18294259237502983
ECDH,High-end,86,420,32,5.460920813782066,1.7417920652373378,5000,LDPC,0.0,0.0,0.41390276643139967,0.47893951673011603,1.4426950913415333,0.757827459603973,0.2079085904699049,0.15942024087486767
BB84,Low-end,124,157,32,4.401098296213863,0.23375875138773758,5000,BCH,0.09667781411024842,285.49831992940506,2.7934013728999925,0.26537915540729695,2.7727101427012,0.554363269582425,0.4723374000984008,0.1869155184170419
BB84,Low-end,127,412,49,5.034582346121277,1.9662715960477697,3000,BCH,0.08625609333588348,386.1606664127045,4.560653549779356,0.2539198087304052,2.1384226094278738,0.657797371326527,0.3686582066959364,0.11954612632331946
BB84,Low-end,149,222,16,8.841794038656007,0.8912880836541421,3000,LDPC,0.0844577938330064,394.74208089063956,3.2223995968989545,0.4507032865664832,2.632406730839202,0.6362259664895484,0.3641774816507885,0.16268430652292612
ARC-QKD,High-end,132,468,41,4.2953520885934005,1.888089983509358,2000,BCH,0.0867555557650411,215.59339035326354,2.834462022272438,0.2863332533452342,1.502742050189675,0.5243105815649183,0.31484143438972567,0.1297203164842043
ARC-QKD,Mid-range,130,455,21,4.665438252575053,0.3295428336344466,2000,LDPC,0.06861052751770523,404.63876955872536,3.496273402571256,0.17579657369810234,1.5877089869849301,0.9299814721945756,0.28293117137736934,0.14967166210144692
BB84,Low-end,164,421,36,8.01159942543845,1.7253823969767115,1000,LDPC,0.0874316353379944,190.17339329196227,4.905002468440802,0.31673742193902915,2.5061973584788677,0.7224410007850768,0.46244176995572367,0.17805858153227436
BB84,Low-end,118,331,25,1.822664674934432,0.7886364229848808,2000,BCH,0.020115542695282353,111.00840955955948,3.9554739392067186,0.15831994636590477,1.9027637209390196,0.6179902100607186,0.3787668265360209,0.19921581926811643
ARC-QKD,Low-end,129,202,43,6.281942672582913,0.8405563387511139,3000,BCH,0.06014980299953647,154.5650586201378,3.4749003257764874,0.12802684989273222,1.041887297109631,0.8997699436849199,0.3851605771831356,0.19817694918523612
ARC-QKD,High-end,155,299,11,6.198499087716284,1.725041379799119,3000,BCH,0.08975645301016016,230.98749125141512,2.5650659910610885,0.31909722763943393,1.8490121829877044,0.9244827776114226,0.3448973127249546,0.1342361080009684
ECDH,Mid-range,82,437,46,7.341999318838205,0.3108149515252512,5000,BCH,0.0,0.0,0.3055128635144977,0.18711459832277078,2.2757668552898913,0.7456737076232736,0.47563175625886783,0.14874935896053912
ARC-QKD,Low-end,80,356,23,2.9833281017953523,0.6037998094586802,2000,LDPC,0.07228134757999503,483.8634075329396,2.658705997258971,0.16118637612097664,2.66381231756308,0.7317178063973813,0.27075378951110174,0.11062010105470994
ECDH,Mid-range,115,222,28,8.180762339771263,1.440420339984431,4000,BCH,0.0,0.0,0.4485204118027105,0.19192006705682496,1.4298316145677687,0.9647368301769829,0.430626863864606,0.14434658995845032
ARC-QKD,Mid-range,120,186,10,1.193885870085086,1.9976913802094745,2000,BCH,0.020505309266337854,102.96471332309301,2.9628777593890394,0.33682142405055626,1.872934242503431,0.5620588066166576,0.3588241227470063,0.1441324685976677
ECDH,Low-end,120,408,47,9.49494198990792,0.3007854423744489,2000,BCH,0.0,0.0,0.12519819389647246,0.4997178158582589,2.491334531548357,0.7357534078723098,0.4649266837523064,0.15980703721535272
ARC-QKD,Low-end,159,504,28,0.8271133790586209,0.727025113386853,5000,BCH,0.062308337890074734,190.18293364121496,2.4240466062165877,0.39082728784604914,2.2625972414631335,0.9869718959169207,0.33570841506583227,0.14279602062444666
ARC-QKD,High-end,140,133,19,5.455439907481473,1.1544172995707436,1000,LDPC,0.09722042395917012,386.5694435577614,3.3675375237297884,0.27317792340860814,2.142220583363181,0.9499078899876139,0.30227237021621756,0.194858924955415
BB84,Low-end,125,439,31,3.698839338650744,1.27458502939222,3000,BCH,0.06711751907803093,125.59507169500074,2.705579240520391,0.21237537038629184,1.0683217015213167,0.5480964254928746,0.39227079829656597,0.1727121454153872
ARC-QKD,Low-end,134,123,47,7.851596856249606,1.5423276641227075,1000,BCH,0.05011962174807927,294.32119371753674,2.316169402560364,0.15073741500541815,2.521004328982153,0.9413718161720368,0.22998667616849677,0.13109164029823156
ECDH,Mid-range,109,326,36,6.210318187702148,1.083100821229988,5000,LDPC,0.0,0.0,0.1253309857053708,0.13245673700639707,1.4078989551196448,0.5426559552987849,0.2843639472453148,0.12472680900533901
BB84,Mid-range,156,242,14,2.210150992974029,1.3168858144961815,5000,BCH,0.07229436705264251,354.29996472032985,3.0086515934748186,0.38361041541924756,2.365543961542254,0.7723629775457777,0.4151728352354775,0.10863625651798073
ARC-QKD,High-end,80,263,14,4.628609032373795,0.6427243274024679,4000,BCH,0.08768884249080114,138.75984276920138,3.8359202861898667,0.2781446119902006,1.5262139425467989,0.6677641106677941,0.4251919504416881,0.15779124115656773
BB84,Low-end,101,129,21,7.8755278560888575,1.883917433984319,1000,BCH,0.026566847527691013,163.41792981700314,2.6793815024188907,0.20727313281902685,1.8360058529574552,0.8877895781673778,0.27086263673317523,0.18989030590743794
ECDH,Mid-range,81,281,24,3.3589175594693113,1.6656515333714381,5000,LDPC,0.0,0.0,0.14126292162291842,0.2613771713060889,1.2203556685782773,0.5891511302136143,0.2939798206571447,0.12791057869139186
ARC-QKD,High-end,123,508,44,7.154727623297649,0.9948108619593612,3000,BCH,0.06843157657999815,259.8911305486499,4.457271603233435,0.3328735581047193,1.6260516864251142,0.8487505172680929,0.42657276302487424,0.15400200639498496
ARC-QKD,Low-end,149,320,39,1.3349858759404174,0.22123166879993006,1000,LDPC,0.07452050274584224,330.01634132251473,3.6622155221773824,0.17578053248083225,1.80021247596862,0.972198982703075,0.2621203737083278,0.1772722468099451
BB84,Low-end,111,279,50,7.6720884903176545,0.8089620833986639,4000,BCH,0.08997099908963285,87.83109564550803,4.397577346304297,0.42019762897174096,1.937536905849471,0.8741688142680362,0.32237786297534626,0.11206710967114661
ECDH,Low-end,87,173,18,9.726302712583292,0.90804403344245,4000,BCH,0.0,0.0,0.14034554267595967,0.22523891485616898,2.2016187587506506,0.8841859424616122,0.21100080866544393,0.10092093445483835
ARC-QKD,Low-end,130,257,11,8.588146376755432,1.1661014743548168,5000,BCH,0.04866431577316589,236.25679360626845,2.396136079442691,0.3614534914517422,2.8933467104050266,0.7747436435687352,0.30915490724119743,0.12339199141450574
ARC-QKD,Mid-range,127,88,38,3.4482735408985894,0.30482616176406085,1000,LDPC,0.08541176155676045,126.53220511859877,4.257980695322553,0.1892547038023778,1.5097527093056469,0.9904704420963135,0.2837151075608481,0.1517745108275978
ARC-QKD,Mid-range,80,68,10,3.419013750481966,0.25965232675327554,1000,LDPC,0.02567866834673451,180.7921092890224,3.7509598903287267,0.3436053148990537,1.069625892322578,0.8583139600697004,0.20357714658099577,0.14652222898542872
ECDH,Low-end,126,470,11,1.7710424273154524,1.4567479100255596,4000,LDPC,0.0,0.0,0.1306368746113401,0.42171168644258217,2.7068103222801363,0.6643480022156236,0.23673136546576562,0.19742666574486462
ARC-QKD,Low-end,166,471,38,8.664248005974255,1.0754834890155323,2000,LDPC,0.04338328119848363,128.77302035277668,3.011351788049908,0.1653352205606286,1.9135625575301614,0.7806040095831726,0.3592320247816104,0.16050192567884267
ARC-QKD,Mid-range,113,411,23,6.525267945646947,1.9843755272879715,2000,LDPC,0.011750914197858378,111.16912754237558,4.362415213225261,0.12725874987237695,1.6353832901601417,0.5025583604826993,0.24703219758655537,0.15441350760102024
BB84,Low-end,110,155,31,7.403159414463415,0.44547877650102335,2000,BCH,0.07107915654342603,86.12509141880446,5.40244838021168,0.18510597874800314,2.9321773376813356,0.9803679908483276,0.4251062210313248,0.1549564902227802
BB84,High-end,84,72,27,6.105301706447301,1.5046933474979958,3000,BCH,0.06340686507651858,223.3445839899654,5.398227112970194,0.3868321474801554,1.3635092900122945,0.8912418155678885,0.3065333518746936,0.18600355895516021
ARC-QKD,High-end,149,178,26,4.819573866129615,1.6657167209873793,4000,LDPC,0.09928678168117924,354.7787156311604,3.8772836208759482,0.19300054039328557,2.9718453313569806,0.9798345865681832,0.3200506351697806,0.15255852802804953
BB84,Low-end,141,227,15,1.4322258589118704,1.547382486330702,5000,BCH,0.05534113445703191,99.79528756542699,4.877260084790082,0.4319980215115622,2.713304425885207,0.9221193817549322,0.42550940530901127,0.17452909538569455
ARC-QKD,High-end,121,244,18,4.636606873024459,1.0010372668052052,1000,LDPC,0.01617122856661942,217.9085895647404,4.04455927337602,0.48597800528210766,1.7291538095041177,0.7182432071654817,0.3680970114379789,0.13672981411978619
ARC-QKD,Mid-range,118,469,24,7.871796733141121,1.6465903208554067,2000,LDPC,0.048772113485158995,486.10757164418794,4.259020524268543,0.13449852504923415,1.9361747768111086,0.9349210953073643,0.48486627871828725,0.14588949902971854
ARC-QKD,High-end,107,178,26,2.8866014910517914,1.9483217672051656,4000,BCH,0.026852488627555557,405.86057160891863,3.1775668789837335,0.4615259526124361,2.410671945654811,0.8213582511129947,0.42887459275318274,0.14104211318241994
ARC-QKD,High-end,150,226,38,9.126871686855687,0.2369630128117518,2000,BCH,0.012549947457139797,285.0201687082115,4.753135827301865,0.22057702379658384,2.998366259252643,0.9233931022719543,0.3296341589171021,0.11529409478822192
BB84,Low-end,98,328,47,3.2357897260767716,0.2848106609385648,1000,BCH,0.06089529740125677,247.9174915764682,3.890563581718334,0.15937576567171613,2.343241373492637,0.8042112304705308,0.47270288414287226,0.15273336430567064
ARC-QKD,Mid-range,145,371,10,1.3087175258909962,0.8489732739333471,1000,BCH,0.051555411510218474,426.7973224429268,3.422601783127859,0.3405740540950628,2.8413489260646965,0.9683652993747285,0.2521745301905084,0.12126963469325748
ARC-QKD,High-end,137,299,45,9.629754139801358,0.6250387597875054,5000,BCH,0.054163213254846104,405.60700948661264,2.9371124465544742,0.46141788965294994,1.9390039036887223,0.7567672413459076,0.33747986449924544,0.14977559523452533
ARC-QKD,Low-end,89,299,32,8.35995913275528,1.2209563815890516,2000,BCH,0.05403900180405766,101.7654566598898,2.012433939376181,0.3687713306962862,1.423770311467876,0.6619690783866234,0.23975440451365354,0.11470400642521819
ECDH,High-end,98,132,42,5.246423415659492,1.5194132756217331,4000,LDPC,0.0,0.0,0.14481738258459131,0.3182765032309119,1.8321790502734658,0.6540433956634133,0.47491292275043073,0.11555632055937647
ECDH,High-end,148,228,22,9.493042816766966,1.8861549810880112,3000,LDPC,0.0,0.0,0.1425343600665878,0.24444023470384418,2.653296143327923,0.7217559818451645,0.45307509167332116,0.14383961744832183
ARC-QKD,High-end,127,406,17,3.261472233735018,0.9489962211785723,4000,LDPC,0.019818215270543352,472.68583545570067,3.259685369253133,0.45358613692815164,1.6186188349937574,0.7427892426653229,0.48820477643352445,0.12736330289402575
ARC-QKD,Low-end,158,349,48,6.028560885963164,0.5997327347193346,1000,BCH,0.05807960953592259,440.63170849265106,4.48388206041119,0.49663603093581254,2.587686848054572,0.998535726155324,0.4693798416851434,0.16008073341613854
ARC-QKD,High-end,142,236,21,2.3397019497445086,1.8134757647918631,3000,BCH,0.06438003098200008,274.2494951611112,3.7327846244212997,0.3600876453481455,2.7925825540133165,0.8561066271985656,0.45669962937871117,0.1995645939027677
ARC-QKD,Low-end,102,272,31,3.046415298152883,0.8327546075284984,1000,BCH,0.03629578369215341,220.3296612890489,3.9283402477876925,0.48153827504046454,1.7462780548854269,0.5863611002486794,0.4757553288328558,0.13302964679472132
ARC-QKD,Mid-range,109,179,16,7.8562642983438735,1.2415509130352647,2000,LDPC,0.043869904818895564,494.6285488327657,2.9336249498940656,0.48046687407134203,2.1777842956763527,0.7292075916468416,0.48055552318562644,0.12843460919274044
ARC-QKD,High-end,116,442,32,0.7696366962735164,1.9487257594416796,1000,LDPC,0.04076603244012885,245.31847030313844,2.233678886617054,0.3350320988374135,1.4156781282342987,0.6309338374287388,0.3681280043331871,0.17521490165732312
ECDH,Low-end,123,136,38,1.9868276533098734,1.3878629966628862,3000,LDPC,0.0,0.0,0.29057072994927846,0.23665178379447016,1.4791065511915833,0.9052195230919198,0.22994919838340314,0.12951560020641745
BB84,Low-end,100,284,12,4.062028267845898,1.9331485077424806,3000,LDPC,0.0634897800568725,178.92052915355086,5.586192234937494,0.2762187317828648,1.405740431865882,0.5497369147675296,0.2390520654836302,0.13725412545477167
ARC-QKD,High-end,142,294,32,3.1329777799451306,0.9553651012653208,1000,LDPC,0.0754737168179131,365.03824726098935,3.4708527352505425,0.43090468788937697,1.8402222857205255,0.8023683911826511,0.36816078481456194,0.1524447686946338
ARC-QKD,High-end,120,477,15,6.336708796504857,1.0251966991761043,5000,BCH,0.028541591256599996,167.01056002022864,4.041430994259879,0.4024534523619181,1.4022680549463808,0.9290582233816291,0.4032929812744184,0.18722123255071116
ARC-QKD,Low-end,149,260,25,7.235758570941846,0.6795164650453751,2000,BCH,0.06990713559187763,471.9876803813409,3.290635160545703,0.18677400110639997,1.8743270097496527,0.7302562382551899,0.21754748455072803,0.14996229210651946
ARC-QKD,Mid-range,167,406,38,5.056344635986769,1.287632958779405,3000,LDPC,0.07516088836205474,338.99500321668813,4.745164576667073,0.14358200048857414,2.4163866804145906,0.8490158123273606,0.40133538279068615,0.1260559726695275
